taz,geog_name,lat_1,lon_1
2881,Tacoma Downtown,47.24845203,-122.4403625
2868,Tacoma Downtown,47.24845203,-122.4403625
2874,Tacoma Downtown,47.24845203,-122.4403625
2894,Tacoma Downtown,47.24845203,-122.4403625
2808,Tacoma Downtown,47.24845203,-122.4403625
2806,Tacoma Downtown,47.24845203,-122.4403625
2807,Tacoma Downtown,47.24845203,-122.4403625
2805,Tacoma Downtown,47.24845203,-122.4403625
2783,Tacoma Downtown,47.24845203,-122.4403625
2782,Tacoma Downtown,47.24845203,-122.4403625
1178,Auburn,47.30667679,-122.2302469
1176,Auburn,47.30667679,-122.2302469
1179,Auburn,47.30667679,-122.2302469
1125,Federal Way,47.31499096,-122.3062854
1255,Kent,47.38248083,-122.2360012
1259,Kent,47.38248083,-122.2360012
1251,Kent,47.38248083,-122.2360012
1260,Kent,47.38248083,-122.2360012
1256,Kent,47.38248083,-122.2360012
1252,Kent,47.38248083,-122.2360012
1031,SeaTac,47.43608603,-122.2944662
1010,SeaTac,47.43608603,-122.2944662
1009,SeaTac,47.43608603,-122.2944662
1011,SeaTac,47.43608603,-122.2944662
982,SeaTac,47.43608603,-122.2944662
974,Tukwila,47.45190196,-122.2534033
972,Tukwila,47.45190196,-122.2534033
980,SeaTac,47.43608603,-122.2944662
971,Tukwila,47.45190196,-122.2534033
973,Tukwila,47.45190196,-122.2534033
995,Burien,47.46773149,-122.3402886
992,Burien,47.46773149,-122.3402886
988,Burien,47.46773149,-122.3402886
991,Burien,47.46773149,-122.3402886
994,Burien,47.46773149,-122.3402886
1351,Renton,47.48987648,-122.2069477
1352,Renton,47.48987648,-122.2069477
1354,Renton,47.48987648,-122.2069477
1353,Renton,47.48987648,-122.2069477
1410,Renton,47.48987648,-122.2069477
1413,Renton,47.48987648,-122.2069477
1411,Renton,47.48987648,-122.2069477
1412,Renton,47.48987648,-122.2069477
1443,Issaquah,47.5467951,-122.0571043
1447,Issaquah,47.5467951,-122.0571043
1448,Issaquah,47.5467951,-122.0571043
1444,Issaquah,47.5467951,-122.0571043
3625,Bremerton,47.56815949,-122.6277584
3623,Bremerton,47.56815949,-122.6277584
3622,Bremerton,47.56815949,-122.6277584
3624,Bremerton,47.56815949,-122.6277584
631,Seattle Downtown,47.60763232,-122.3360987
629,Seattle Downtown,47.60763232,-122.3360987
626,Seattle Downtown,47.60763232,-122.3360987
627,Seattle Downtown,47.60763232,-122.3360987
628,Seattle Downtown,47.60763232,-122.3360987
614,Seattle Downtown,47.60763232,-122.3360987
616,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
611,Seattle Downtown,47.60763232,-122.3360987
613,Seattle Downtown,47.60763232,-122.3360987
615,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
610,Seattle Downtown,47.60763232,-122.3360987
612,Seattle Downtown,47.60763232,-122.3360987
545,Seattle Downtown,47.60763232,-122.3360987
540,Seattle Downtown,47.60763232,-122.3360987
541,Seattle Downtown,47.60763232,-122.3360987
608,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
546,Seattle Downtown,47.60763232,-122.3360987
533,Seattle Downtown,47.60763232,-122.3360987
542,Seattle Downtown,47.60763232,-122.3360987
603,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
534,Seattle Downtown,47.60763232,-122.3360987
609,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
543,Seattle Downtown,47.60763232,-122.3360987
535,Seattle Downtown,47.60763232,-122.3360987
605,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
536,Seattle Downtown,47.60763232,-122.3360987
544,Seattle Downtown,47.60763232,-122.3360987
526,Seattle Downtown,47.60763232,-122.3360987
537,Seattle Downtown,47.60763232,-122.3360987
527,Seattle Downtown,47.60763232,-122.3360987
607,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
538,Seattle Downtown,47.60763232,-122.3360987
528,Seattle Downtown,47.60763232,-122.3360987
529,Seattle Downtown,47.60763232,-122.3360987
518,Seattle Downtown,47.60763232,-122.3360987
539,Seattle Downtown,47.60763232,-122.3360987
578,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
530,Seattle Downtown,47.60763232,-122.3360987
606,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
519,Seattle Downtown,47.60763232,-122.3360987
602,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
531,Seattle Downtown,47.60763232,-122.3360987
604,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
478,Seattle Downtown,47.60763232,-122.3360987
520,Seattle Downtown,47.60763232,-122.3360987
580,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
521,Seattle Downtown,47.60763232,-122.3360987
532,Seattle Downtown,47.60763232,-122.3360987
577,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
508,Seattle Downtown,47.60763232,-122.3360987
522,Seattle Downtown,47.60763232,-122.3360987
582,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
509,Seattle Downtown,47.60763232,-122.3360987
523,Seattle Downtown,47.60763232,-122.3360987
579,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
510,Seattle Downtown,47.60763232,-122.3360987
524,Seattle Downtown,47.60763232,-122.3360987
583,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
572,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
511,Seattle Downtown,47.60763232,-122.3360987
525,Seattle Downtown,47.60763232,-122.3360987
512,Seattle Downtown,47.60763232,-122.3360987
513,Seattle Downtown,47.60763232,-122.3360987
573,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
498,Seattle Downtown,47.60763232,-122.3360987
479,Seattle Downtown,47.60763232,-122.3360987
581,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
584,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
514,Seattle Downtown,47.60763232,-122.3360987
499,Seattle Downtown,47.60763232,-122.3360987
1553,Bellevue,47.61532598,-122.1984286
1550,Bellevue,47.61532598,-122.1984286
1547,Bellevue,47.61532598,-122.1984286
515,Seattle Downtown,47.60763232,-122.3360987
1544,Bellevue,47.61532598,-122.1984286
575,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
500,Seattle Downtown,47.60763232,-122.3360987
585,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
571,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
480,Seattle Downtown,47.60763232,-122.3360987
516,Seattle Downtown,47.60763232,-122.3360987
501,Seattle Downtown,47.60763232,-122.3360987
502,Seattle Downtown,47.60763232,-122.3360987
481,Seattle Downtown,47.60763232,-122.3360987
576,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
467,Seattle Downtown,47.60763232,-122.3360987
517,Seattle Downtown,47.60763232,-122.3360987
503,Seattle Downtown,47.60763232,-122.3360987
574,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
482,Seattle Downtown,47.60763232,-122.3360987
504,Seattle Downtown,47.60763232,-122.3360987
468,Seattle Downtown,47.60763232,-122.3360987
570,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
483,Seattle Downtown,47.60763232,-122.3360987
505,Seattle Downtown,47.60763232,-122.3360987
457,Seattle Downtown,47.60763232,-122.3360987
492,Seattle Downtown,47.60763232,-122.3360987
469,Seattle Downtown,47.60763232,-122.3360987
506,Seattle Downtown,47.60763232,-122.3360987
566,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
484,Seattle Downtown,47.60763232,-122.3360987
458,Seattle Downtown,47.60763232,-122.3360987
470,Seattle Downtown,47.60763232,-122.3360987
1551,Bellevue,47.61532598,-122.1984286
569,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
1548,Bellevue,47.61532598,-122.1984286
567,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
568,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
1545,Bellevue,47.61532598,-122.1984286
493,Seattle Downtown,47.60763232,-122.3360987
564,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
485,Seattle Downtown,47.60763232,-122.3360987
565,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
459,Seattle Downtown,47.60763232,-122.3360987
507,Seattle Downtown,47.60763232,-122.3360987
471,Seattle Downtown,47.60763232,-122.3360987
450,Seattle Downtown,47.60763232,-122.3360987
486,Seattle Downtown,47.60763232,-122.3360987
494,Seattle Downtown,47.60763232,-122.3360987
460,Seattle Downtown,47.60763232,-122.3360987
472,Seattle Downtown,47.60763232,-122.3360987
451,Seattle Downtown,47.60763232,-122.3360987
487,Seattle Downtown,47.60763232,-122.3360987
461,Seattle Downtown,47.60763232,-122.3360987
495,Seattle Downtown,47.60763232,-122.3360987
473,Seattle Downtown,47.60763232,-122.3360987
548,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
452,Seattle Downtown,47.60763232,-122.3360987
488,Seattle Downtown,47.60763232,-122.3360987
462,Seattle Downtown,47.60763232,-122.3360987
556,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
552,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
550,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
474,Seattle Downtown,47.60763232,-122.3360987
496,Seattle Downtown,47.60763232,-122.3360987
453,Seattle Downtown,47.60763232,-122.3360987
489,Seattle Downtown,47.60763232,-122.3360987
463,Seattle Downtown,47.60763232,-122.3360987
475,Seattle Downtown,47.60763232,-122.3360987
454,Seattle Downtown,47.60763232,-122.3360987
446,Seattle Downtown,47.60763232,-122.3360987
554,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
553,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
490,Seattle Downtown,47.60763232,-122.3360987
497,Seattle Downtown,47.60763232,-122.3360987
464,Seattle Downtown,47.60763232,-122.3360987
1552,Bellevue,47.61532598,-122.1984286
547,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
1555,Bellevue,47.61532598,-122.1984286
1549,Bellevue,47.61532598,-122.1984286
1546,Bellevue,47.61532598,-122.1984286
476,Seattle Downtown,47.60763232,-122.3360987
447,Seattle Downtown,47.60763232,-122.3360987
465,Seattle Downtown,47.60763232,-122.3360987
455,Seattle Downtown,47.60763232,-122.3360987
491,Seattle Downtown,47.60763232,-122.3360987
477,Seattle Downtown,47.60763232,-122.3360987
466,Seattle Downtown,47.60763232,-122.3360987
448,Seattle Downtown,47.60763232,-122.3360987
456,Seattle Downtown,47.60763232,-122.3360987
549,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
551,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
555,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
439,Seattle Uptown,47.62314553,-122.3528031
429,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
431,Seattle South Lake Union,47.62447655,-122.3360841
441,Seattle Uptown,47.62314553,-122.3528031
433,Seattle South Lake Union,47.62447655,-122.3360841
435,Seattle South Lake Union,47.62447655,-122.3360841
437,Seattle Uptown,47.62314553,-122.3528031
443,Seattle Uptown,47.62314553,-122.3528031
425,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
426,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
438,Seattle Uptown,47.62314553,-122.3528031
427,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
436,Seattle Uptown,47.62314553,-122.3528031
430,Seattle South Lake Union,47.62447655,-122.3360841
434,Seattle South Lake Union,47.62447655,-122.3360841
440,Seattle Uptown,47.62314553,-122.3528031
432,Seattle South Lake Union,47.62447655,-122.3360841
442,Seattle Uptown,47.62314553,-122.3528031
428,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
408,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
402,Seattle Uptown,47.62314553,-122.3528031
1579,Redmond-Overlake,47.63879759,-122.1321324
406,Seattle South Lake Union,47.62447655,-122.3360841
403,Seattle South Lake Union,47.62447655,-122.3360841
405,Seattle South Lake Union,47.62447655,-122.3360841
1612,Redmond-Overlake,47.63879759,-122.1321324
1615,Redmond-Overlake,47.63879759,-122.1321324
1617,Redmond-Overlake,47.63879759,-122.1321324
1616,Redmond-Overlake,47.63879759,-122.1321324
303,Seattle University Community,47.6592697,-122.3100538
3526,Silverdale,47.65475465,-122.689758
306,Seattle University Community,47.6592697,-122.3100538
305,Seattle University Community,47.6592697,-122.3100538
308,Seattle University Community,47.6592697,-122.3100538
302,Seattle University Community,47.6592697,-122.3100538
3531,Silverdale,47.65475465,-122.689758
307,Seattle University Community,47.6592697,-122.3100538
304,Seattle University Community,47.6592697,-122.3100538
3525,Silverdale,47.65475465,-122.689758
3530,Silverdale,47.65475465,-122.689758
286,Seattle University Community,47.6592697,-122.3100538
284,Seattle University Community,47.6592697,-122.3100538
282,Seattle University Community,47.6592697,-122.3100538
280,Seattle University Community,47.6592697,-122.3100538
289,Seattle University Community,47.6592697,-122.3100538
287,Seattle University Community,47.6592697,-122.3100538
3529,Silverdale,47.65475465,-122.689758
3528,Silverdale,47.65475465,-122.689758
281,Seattle University Community,47.6592697,-122.3100538
1653,Redmond Downtown,47.67501696,-122.1236044
285,Seattle University Community,47.6592697,-122.3100538
1651,Redmond Downtown,47.67501696,-122.1236044
1657,Redmond Downtown,47.67501696,-122.1236044
1654,Redmond Downtown,47.67501696,-122.1236044
1652,Redmond Downtown,47.67501696,-122.1236044
1656,Redmond Downtown,47.67501696,-122.1236044
1655,Redmond Downtown,47.67501696,-122.1236044
1674,Redmond Downtown,47.67501696,-122.1236044
1675,Redmond Downtown,47.67501696,-122.1236044
1698,Kirkland Totem Lake,47.70966421,-122.1804266
70,Seattle Northgate,47.7067053,-122.3277308
71,Seattle Northgate,47.7067053,-122.3277308
69,Seattle Northgate,47.7067053,-122.3277308
1717,Kirkland Totem Lake,47.70966421,-122.1804266
1718,Kirkland Totem Lake,47.70966421,-122.1804266
1716,Kirkland Totem Lake,47.70966421,-122.1804266
47,Seattle Northgate,47.7067053,-122.3277308
48,Seattle Northgate,47.7067053,-122.3277308
46,Seattle Northgate,47.7067053,-122.3277308
1733,Kirkland Totem Lake,47.70966421,-122.1804266
1731,Kirkland Totem Lake,47.70966421,-122.1804266
30,Seattle Northgate,47.7067053,-122.3277308
2564,Bothell Canyon Park,47.79845288,-122.2063059
2566,Bothell Canyon Park,47.79845288,-122.2063059
2598,Lynnwood,47.82371247,-122.2805962
2595,Lynnwood,47.82371247,-122.2805962
2571,Lynnwood,47.82371247,-122.2805962
2570,Lynnwood,47.82371247,-122.2805962
2523,Lynnwood,47.82371247,-122.2805962
2297,Everett,47.97879117,-122.2074395
2286,Everett,47.97879117,-122.2074395
2284,Everett,47.97879117,-122.2074395
2282,Everett,47.97879117,-122.2074395
2280,Everett,47.97879117,-122.2074395
2278,Everett,47.97879117,-122.2074395
2276,Everett,47.97879117,-122.2074395
2285,Everett,47.97879117,-122.2074395
2283,Everett,47.97879117,-122.2074395
2281,Everett,47.97879117,-122.2074395
2279,Everett,47.97879117,-122.2074395
2277,Everett,47.97879117,-122.2074395
2272,Everett,47.97879117,-122.2074395
