TAZ,Low Income,Minority
679,0,0
680,0,0
681,0,0
682,0,0
683,0,0
684,0,0
685,0,1
686,0,1
687,0,0
688,0,0
689,0,0
690,0,0
691,0,0
692,0,0
693,0,0
694,0,0
695,0,0
696,0,0
697,0,0
698,0,0
699,0,1
700,0,1
701,0,1
702,0,1
703,0,1
704,1,1
705,1,1
706,1,1
707,1,1
708,1,1
709,1,1
710,1,1
711,1,1
712,1,1
713,1,1
714,1,1
715,1,1
716,1,1
717,1,1
718,0,1
719,0,1
720,1,1
721,1,1
722,1,1
723,0,1
724,0,1
725,1,1
726,1,1
727,1,1
728,1,1
729,1,1
730,1,1
731,0,1
732,0,0
733,0,0
734,0,0
735,0,0
736,0,0
737,0,0
738,0,0
739,0,0
740,0,0
741,0,0
742,0,0
743,0,0
744,0,0
745,0,0
746,0,0
747,0,0
748,0,0
749,0,0
750,0,0
751,1,1
752,1,1
753,1,1
754,1,1
755,1,1
756,1,1
757,1,1
758,1,0
759,1,0
760,1,0
761,1,0
762,1,0
763,0,1
764,0,1
765,0,1
766,1,1
767,1,1
768,0,1
769,0,1
770,1,1
771,1,1
772,1,1
773,1,1
774,1,1
775,1,1
776,1,1
777,1,1
778,1,0
779,1,0
780,1,0
781,1,1
782,1,1
783,0,0
784,0,0
785,0,0
786,0,0
787,0,0
788,0,0
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,1,1
796,1,1
797,1,1
798,1,1
799,1,1
800,1,1
801,1,1
802,1,1
803,1,1
804,1,1
805,1,1
806,1,1
807,1,0
808,1,0
809,1,0
810,1,1
811,1,1
812,1,1
813,1,1
814,1,1
815,1,1
816,1,1
817,1,1
818,1,1
819,1,1
820,1,1
821,1,1
822,1,1
823,1,1
824,1,1
825,1,1
826,1,1
827,1,1
828,1,1
829,1,1
830,1,1
831,1,1
832,1,1
833,0,0
834,0,0
835,0,0
836,0,0
837,0,0
838,0,0
839,0,0
840,0,0
841,0,0
842,1,1
843,1,1
844,1,1
845,1,1
846,1,1
847,1,1
848,1,1
849,1,1
850,1,1
851,1,1
852,1,1
853,1,1
854,1,1
855,1,1
856,1,1
857,1,1
858,1,1
859,1,1
860,1,1
861,1,1
862,1,1
863,1,1
864,1,1
865,1,1
866,1,1
867,1,1
868,1,1
869,1,1
870,1,1
871,1,1
872,1,1
873,1,1
874,1,1
875,1,1
876,1,1
877,1,1
878,1,1
879,1,1
880,1,1
881,1,1
882,1,1
883,1,1
884,1,1
885,1,1
886,1,1
887,1,1
888,1,1
889,1,1
890,0,1
891,0,1
892,0,1
893,0,1
894,1,1
895,1,1
896,1,1
897,1,1
898,1,1
899,1,1
900,1,1
901,1,1
902,1,1
903,1,1
904,1,1
905,1,1
906,1,1
907,1,1
908,1,1
909,1,1
910,1,1
911,1,1
912,1,1
913,1,1
914,1,1
915,1,1
916,1,1
917,1,1
918,1,1
919,1,1
920,1,1
921,1,1
922,1,1
923,1,1
924,1,1
925,1,1
926,1,1
927,1,1
928,1,1
929,1,1
930,1,1
931,1,1
932,1,1
933,1,1
934,1,1
935,1,1
936,1,1
937,1,1
938,1,1
939,1,1
940,1,1
941,0,0
942,1,1
943,1,1
944,1,1
945,1,1
946,1,1
947,1,1
948,1,1
949,1,1
950,1,1
951,1,1
952,1,1
953,1,1
954,1,1
955,1,1
956,1,1
957,1,1
958,1,1
959,1,1
960,1,1
961,1,1
962,1,1
963,1,1
964,1,1
965,1,1
966,1,1
967,1,1
968,1,1
969,1,1
970,1,1
971,1,1
972,1,1
973,1,1
974,1,1
975,1,1
976,0,1
977,0,1
978,1,1
979,1,1
980,1,1
981,1,1
982,1,1
983,1,1
984,1,1
985,1,1
986,1,1
987,1,1
988,1,1
989,1,1
990,1,1
991,0,0
992,0,0
993,0,0
994,0,0
995,0,0
996,0,0
997,0,0
998,0,0
999,0,0
1000,0,0
1001,0,0
1002,0,0
1003,1,1
1004,1,1
1005,0,0
1006,0,0
1007,1,1
1008,1,1
1009,1,1
1010,1,1
1011,1,1
1012,1,1
1013,1,1
1014,1,1
1015,0,1
1016,0,1
1017,0,1
1018,1,1
1019,1,1
1020,1,1
1021,1,1
1022,1,1
1023,1,1
1024,1,1
1025,1,1
1026,1,1
1027,0,1
1028,0,1
1029,1,1
1030,1,1
1031,1,1
1032,1,1
1033,1,1
1034,0,0
1035,0,0
1036,0,0
1037,0,0
1038,0,0
1039,0,0
1040,0,0
1041,1,1
1042,1,1
1043,1,1
1044,1,1
1045,1,1
1046,1,1
1047,1,1
1048,1,1
1049,1,1
1050,1,1
1051,1,1
1052,1,1
1053,1,1
1054,1,1
1055,1,1
1056,1,1
1057,1,1
1058,1,1
1059,1,1
1060,1,1
1061,1,1
1062,1,1
1063,1,1
1064,1,1
1065,1,0
1066,1,0
1067,1,0
1068,1,1
1069,1,1
1070,1,1
1071,1,1
1072,1,1
1073,1,1
1074,1,1
1075,0,1
1076,0,1
1077,0,1
1078,1,1
1079,1,1
1080,1,1
1081,1,1
1082,1,1
1083,1,1
1084,0,0
1085,0,0
1086,0,0
1087,1,1
1088,1,1
1089,1,1
1090,1,1
1091,1,1
1092,1,1
1093,1,1
1094,0,1
1095,0,0
1096,0,0
1097,0,0
1098,1,1
1099,0,0
1100,0,0
1101,0,0
1102,0,0
1103,1,1
1104,1,1
1105,1,1
1106,1,1
1107,1,1
1108,1,1
1109,1,1
1110,1,1
1111,1,1
1112,1,1
1113,0,1
1114,0,1
1115,0,1
1116,1,1
1117,1,1
1118,1,1
1119,1,1
1120,1,1
1121,1,1
1122,1,1
1123,1,1
1124,1,1
1125,1,1
1126,1,1
1127,1,1
1128,1,1
1129,1,1
1130,1,1
1131,1,1
1132,1,1
1133,1,1
1134,1,1
1135,0,1
1136,0,1
1137,1,1
1138,0,1
1139,1,1
1140,1,1
1141,1,1
1142,1,1
1143,1,1
1144,1,1
1145,0,1
1146,0,1
1147,0,1
1148,0,1
1149,0,1
1150,0,1
1151,0,1
1152,1,0
1153,1,0
1154,1,0
1155,1,0
1156,1,1
1157,1,1
1158,0,0
1159,0,0
1160,1,1
1161,1,1
1162,1,1
1163,1,1
1164,1,1
1165,1,1
1166,1,1
1167,1,1
1168,1,1
1169,1,1
1170,1,1
1171,0,0
1172,1,1
1173,1,1
1174,1,1
1175,1,1
1176,1,1
1177,1,1
1178,1,1
1179,1,1
1180,1,1
1181,1,1
1182,1,1
1183,1,1
1184,1,1
1185,1,1
1186,1,1
1187,1,1
1188,1,1
1189,1,1
1190,1,1
1191,0,1
1192,1,1
1193,1,1
1194,1,1
1195,1,1
1196,1,1
1197,1,1
1198,1,1
1199,1,1
1200,0,0
1201,0,1
1202,0,0
1203,0,1
1204,0,0
1205,0,0
1206,0,1
1207,0,0
1208,0,0
1209,0,1
1210,1,1
1211,1,1
1212,1,1
1213,0,0
1214,1,1
1215,1,1
1216,1,1
1217,1,1
1218,1,1
1219,1,1
1220,1,1
1221,1,1
1222,1,1
1223,1,1
1224,1,1
1225,1,1
1226,1,1
1227,1,1
1228,1,1
1229,0,1
1230,0,1
1231,0,1
1232,0,1
1233,0,1
1234,0,1
1235,0,0
1236,0,0
1237,0,0
1238,0,0
1239,0,1
1240,0,1
1241,0,1
1242,0,1
1243,0,1
1244,1,1
1245,1,1
1246,1,1
1247,1,1
1248,1,1
1249,1,1
1250,1,1
1251,1,1
1252,1,1
1253,1,1
1254,1,1
1255,1,1
1256,1,1
1257,1,1
1258,1,1
1259,1,1
1260,1,1
1261,1,1
1262,1,1
1263,1,1
1264,1,1
1265,1,1
1266,1,1
1267,1,1
1268,1,1
1269,0,1
1270,0,1
1271,0,1
1272,0,0
1273,0,0
1274,0,0
1275,0,0
1276,0,0
1277,0,0
1278,0,0
1279,0,0
1280,0,0
1281,0,0
1282,0,0
1283,0,0
1284,0,0
1285,0,0
1286,0,0
1287,0,1
1288,0,1
1289,0,1
1290,0,1
1291,0,1
1292,0,1
1293,0,1
1294,0,1
1295,0,1
1296,0,1
1297,1,1
1298,1,1
1299,0,1
1300,1,1
1301,1,1
1302,0,1
1303,1,1
1304,0,1
1305,0,1
1306,0,1
1307,0,1
1308,0,1
1309,0,1
1310,0,1
1311,0,1
1312,0,1
1313,0,1
1314,0,1
1315,0,1
1316,0,0
1317,0,0
1318,0,0
1319,0,0
1320,0,0
1321,0,0
1322,0,0
1323,0,0
1324,0,0
1325,0,0
1326,0,0
1327,0,1
1328,0,1
1329,1,1
1330,0,1
1331,0,1
1332,1,1
1333,0,1
1334,0,1
1335,0,1
1336,1,1
1337,1,1
1338,1,1
1339,0,1
1340,1,1
1341,1,1
1342,1,1
1343,1,1
1344,1,1
1345,0,1
1346,0,1
1347,0,1
1348,0,1
1349,1,1
1350,1,1
1351,1,1
1352,1,1
1353,1,1
1354,1,1
1355,0,0
1356,0,0
1357,1,1
1358,1,1
1359,1,1
1360,1,1
1361,1,1
1362,0,1
1363,0,1
1364,0,1
1365,0,1
1366,0,0
1367,0,0
1368,0,0
1369,0,0
1370,0,0
1371,0,0
1372,0,0
1373,0,0
1374,0,0
1375,0,0
1376,0,0
1377,0,0
1378,0,0
1379,0,0
1380,0,0
1381,0,0
1382,0,0
1383,0,0
1384,0,0
1385,0,1
1386,0,1
1387,0,1
1388,0,1
1389,0,1
1390,0,1
1391,0,1
1392,0,1
1393,0,1
1394,0,1
1395,0,1
1396,0,1
1397,1,1
1398,1,1
1399,1,1
1400,0,1
1401,1,1
1402,1,1
1403,0,1
1404,0,1
1405,1,1
1406,1,1
1407,0,1
1408,0,1
1409,0,0
1410,1,1
1411,0,0
1412,0,0
1413,1,1
1414,1,1
1415,0,0
1416,0,0
1417,0,1
1418,0,1
1419,0,1
1420,0,1
1421,0,1
1422,0,1
1423,0,1
1424,0,0
1425,0,0
1426,0,0
1427,0,1
1428,0,1
1429,0,1
1430,0,1
1431,0,1
1432,0,1
1433,0,1
1434,0,0
1435,0,0
1436,1,0
1437,1,0
1438,1,0
1439,1,0
1440,1,0
1441,1,0
1442,1,0
1443,1,0
1444,0,0
1445,0,0
1446,0,0
1447,1,0
1448,1,0
1449,0,1
1450,0,0
1451,0,1
1452,0,1
1453,0,1
1454,0,1
1455,0,1
1456,0,1
1457,0,1
1458,0,1
1459,0,0
1460,0,1
1461,0,0
1462,0,0
1463,0,1
1464,0,1
1465,0,1
1466,0,1
1467,0,1
1468,0,1
1469,0,1
1470,0,1
1471,0,1
1472,0,1
1473,0,1
1474,0,1
1475,0,1
1476,0,1
1477,0,1
1478,0,1
1479,0,1
1480,0,0
1481,0,0
1482,0,0
1483,0,0
1484,0,0
1485,0,0
1486,0,0
1487,0,0
1488,0,0
1489,0,0
1490,0,0
1491,0,0
1492,0,0
1493,0,0
1494,0,0
1495,0,0
1496,0,0
1497,0,0
1498,0,0
1499,0,0
1500,0,0
1501,0,0
1502,0,0
1503,0,0
1504,0,1
1505,0,1
1506,0,1
1507,0,1
1508,0,1
1509,0,1
1510,1,1
1511,0,1
1512,0,1
1513,0,1
1514,0,1
1515,0,1
1516,0,1
1517,0,0
1518,0,0
1519,0,0
1520,0,0
1521,0,1
1522,0,0
1523,0,0
1524,0,0
1525,0,0
1526,0,0
1527,1,1
1528,1,1
1529,1,1
1530,1,1
1531,0,1
1532,0,1
1533,0,1
1534,0,1
1535,0,1
1536,0,1
1537,0,1
1538,0,0
1539,0,0
1540,0,0
1541,0,0
1542,0,0
1543,0,1
1544,0,1
1545,0,1
1546,0,1
1547,0,1
1548,0,1
1549,0,1
1550,0,1
1551,0,1
1552,0,1
1553,0,1
1554,0,1
1555,0,1
1556,0,1
1557,0,0
1558,0,1
1559,0,0
1560,0,1
1561,0,1
1562,0,1
1563,0,1
1564,0,1
1565,0,1
1566,0,1
1567,0,1
1568,0,1
1569,1,1
1570,1,1
1571,0,1
1572,0,1
1573,0,0
1574,0,0
1575,0,0
1576,0,0
1577,0,0
1578,0,0
1579,0,1
1580,0,0
1581,0,0
1582,0,0
1583,0,0
1584,0,0
1585,0,0
1586,0,0
1587,0,0
1588,0,1
1589,0,1
1590,0,1
1591,0,1
1592,0,1
1593,0,0
1594,0,0
1595,0,0
1596,0,0
1597,0,0
1598,0,0
1599,0,0
1600,0,0
1601,0,0
1602,0,1
1603,0,0
1604,0,1
1605,0,1
1606,0,0
1607,0,0
1608,0,0
1609,0,0
1610,0,1
1611,0,1
1612,0,1
1613,0,1
1614,0,1
1615,0,1
1616,0,1
1617,0,1
1618,0,1
1619,0,1
1620,0,1
1621,0,1
1622,0,1
1623,0,1
1624,0,1
1625,0,1
1626,0,1
1627,0,1
1628,0,1
1629,0,1
1630,0,1
1631,0,1
1632,0,0
1633,0,0
1634,0,0
1635,0,0
1636,0,0
1637,0,0
1638,0,0
1639,0,0
1640,0,0
1641,0,0
1642,0,0
1643,0,1
1644,0,1
1645,0,1
1646,0,1
1647,0,1
1648,0,1
1649,0,1
1650,0,1
1651,0,1
1652,0,1
1653,0,1
1654,0,1
1655,0,1
1656,0,1
1657,0,1
1658,0,1
1659,0,1
1660,0,1
1661,0,0
1662,0,0
1663,0,0
1664,0,0
1665,0,0
1666,0,0
1667,0,0
1668,0,0
1669,0,0
1670,0,1
1671,0,1
1672,0,1
1673,0,1
1674,0,1
1675,0,1
1676,0,1
1677,0,1
1678,0,1
1679,0,1
1680,0,1
1681,0,1
1682,0,1
1683,0,1
1684,0,1
1685,0,1
1686,0,0
1687,0,0
1688,0,1
1689,0,0
1690,0,0
1691,0,0
1692,0,0
1693,0,0
1694,0,0
1695,0,0
1696,0,0
1697,0,0
1698,0,0
1699,0,1
1700,0,1
1701,0,1
1702,0,1
1703,0,1
1704,0,1
1705,0,1
1706,0,0
1707,0,0
1708,0,0
1709,0,0
1710,0,0
1711,0,1
1712,0,1
1713,0,1
1714,0,1
1715,0,1
1716,0,1
1717,0,0
1718,0,1
1719,0,0
1720,0,0
1721,0,0
1722,0,0
1723,0,0
1724,0,0
1725,0,0
1726,0,0
1727,0,0
1728,0,0
1729,0,1
1730,0,0
1731,0,1
1732,0,0
1733,0,0
1734,0,0
1735,0,1
1736,0,1
1737,0,1
1738,0,1
1739,0,1
1740,0,1
1741,0,0
1742,0,0
1743,0,0
1744,0,0
1745,0,1
1746,0,1
1747,0,0
1748,0,1
1749,0,0
1750,0,0
1751,0,0
1752,0,0
1753,0,0
1754,0,0
1755,0,0
1756,0,0
1757,0,0
1758,0,0
1759,0,0
1760,0,1
1761,0,0
1762,0,0
1763,0,0
1764,0,0
1765,0,0
1766,0,0
1767,0,0
1768,1,0
1769,0,0
1770,0,0
1771,0,0
1772,0,0
1773,0,0
1774,0,0
1775,0,0
1776,0,0
1777,0,0
1778,0,0
1779,0,0
1780,0,0
1781,0,0
1782,0,0
1783,0,0
1784,0,0
1785,0,0
1786,0,0
1787,0,0
1788,0,0
1789,0,0
1790,0,0
1791,0,0
1792,0,0
1793,0,0
1794,0,0
1795,0,0
1796,0,0
1797,0,0
1798,0,0
1799,0,0
1800,0,0
1801,1,0
1802,1,0
1803,1,0
1804,1,0
1805,1,0
1806,0,1
1807,0,1
1808,0,1
1809,0,1
1810,0,1
1811,0,1
1812,0,0
1813,0,0
1814,0,0
1815,0,0
1816,0,0
1817,0,0
1818,0,0
1819,0,0
1820,0,0
1821,0,0
1822,0,0
1823,0,0
1824,0,0
1825,0,0
1826,0,0
1827,0,0
1828,0,0
1829,1,1
1830,1,1
1831,1,1
1832,1,1
1833,1,1
1834,1,1
1835,0,0
1836,0,0
1837,0,0
1838,0,0
1839,0,0
1840,0,0
1841,0,0
1842,0,0
1843,0,0
1844,0,0
1845,0,0
1846,1,1
1847,1,1
1848,0,1
1849,1,1
1850,0,1
1851,0,1
1852,0,1
1853,0,1
1854,0,1
1855,0,1
1856,0,0
1857,0,1
1858,0,1
1859,0,0
1860,0,0
1861,0,0
1862,0,0
1863,0,0
1864,0,0
1865,0,0
1866,0,0
1867,0,0
1868,0,0
1869,1,1
1870,1,1
1871,1,1
1872,1,1
1873,0,1
1874,0,1
1875,0,1
1876,0,1
1877,0,1
1878,0,1
1879,1,0
1880,1,0
1881,1,0
1882,1,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,1
1910,0,1
1911,0,1
1912,0,0
1913,0,1
1914,0,1
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,1
1929,0,1
1930,0,1
1931,0,1
1932,0,1
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,1
1941,0,1
1942,0,1
1943,0,1
1944,0,1
1945,0,1
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,1
1952,0,1
1953,0,1
1954,0,1
1955,0,0
1956,0,1
1957,0,1
1958,0,1
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,1
1972,0,1
1973,0,1
1974,0,1
1975,0,1
1976,0,1
1977,0,1
1978,0,1
1979,0,1
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,1,0
1990,1,0
1991,1,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,1
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
2020,0,0
2021,0,0
2022,0,0
2023,0,0
2024,0,0
2025,0,0
2026,0,0
2027,0,0
2028,0,0
2029,0,0
2030,0,0
2031,0,0
2032,0,0
2033,0,1
2034,1,1
2035,0,0
2036,0,0
2037,0,0
2038,0,0
2039,0,0
2040,0,0
2041,0,0
2042,0,0
2043,0,0
2044,0,0
2045,0,0
2046,0,0
2047,0,0
2048,0,0
2049,0,0
2050,0,0
2051,0,0
2052,0,0
2053,0,0
2054,0,0
2055,0,0
2056,0,0
2057,0,0
2058,0,0
2059,0,0
2060,1,1
2061,0,0
2062,0,0
2063,0,0
2064,0,0
2065,0,0
2066,1,0
2067,1,0
2068,0,0
2069,1,0
2070,1,0
2071,0,0
2072,0,0
2073,0,0
2074,0,0
2075,0,0
2076,1,0
2077,1,0
2078,1,0
2079,0,0
2080,0,0
2081,0,0
2082,0,0
2083,0,0
2084,0,0
2085,0,0
2086,0,0
2087,0,0
2088,0,0
2089,1,0
2090,0,0
2091,0,0
2092,0,0
2093,0,0
2094,0,0
2095,0,0
2096,0,0
2097,0,0
2098,1,0
2099,1,0
2100,1,0
2101,0,0
2102,0,0
2103,0,0
2104,0,0
2105,0,0
2106,0,0
2107,0,0
2108,0,0
2109,1,0
2110,0,0
2111,0,0
2112,0,0
2113,0,0
2114,0,0
2115,1,0
2116,1,0
2117,1,0
2118,1,0
2119,1,0
2120,1,0
2121,1,0
2122,0,0
2123,0,0
2124,1,0
2125,1,0
2126,1,0
2127,1,0
2128,1,0
2129,1,0
2130,1,0
2131,1,0
2132,0,0
2133,0,0
2134,0,0
2135,0,0
2136,0,0
2137,0,0
2138,0,0
